id,SMILES,Tm
17969,OCCN(c1ccc(c(c1)C)/N=N/c1ccc(cc1Cl)[N+](=O)[O-])CCO,465.15
7928,O=C1C=CC(=O)N1Cc1ccccc1,342.15
3535,OCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,413.15
23833,Cc1cnccc1N,381.65
24009,COCC(=O)c1ccccc1,281.15
10244,FC(c1nnc(n1N)S)(F)F,414.15
6926,C[SiH](c1ccccc1)C,149.14999999999998
25592,COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,568.15
358,N1CCN(CC1)C(c1ccccc1)c1ccccc1,365.15
17476,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,314.15
4101,OC(=O)c1oc2c(c1C)cccc2,469.15
467,OC1OCCOC1O,374.15
2169,Ic1ccc(c(c1)C(=O)O)Br,448.15
10564,N#CC1=C(N)Oc2c(C1c1ccccc1)c(=O)n(c(c2)C)Cc1ccccc1,549.15
2639,COc1cccc(c1C(=O)N)F,465.15
3819,[O-][N+](=O)c1ccc(cc1Cl)S(=O)(=O)Cl,311.15
632,Brc1cc(Br)cc(c1)Br,396.15
2785,CC(c1ncc[nH]1)C,402.15
24089,ClC(C(Br)Cl)Br,247.14999999999998
17988,CCC1(C(=O)NC(=O)NC1=O)C1=CC2CC(C1)CC2,486.15
19735,O=C(CC(C)(C)C)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)CCC12C,441.15
10851,COc1c(Br)ccc(c1C(=O)O)C,398.15
25462,O=C(c1cccnc1)NC(c1ccccc1)Cc1ccccc1,432.15
4687,Oc1cc(F)c(cc1F)Br,325.15
1777,O=Cc1c(F)cccc1F,289.15
323,O=C(N1CCNCC1)OC(C)(C)C,319.15
9787,NC(=O)NN=C1C=C(C)CCC1C(C)C,493.15
4744,Brc1ccc(c(c1)[N+](=O)[O-])N,385.15
25039,Oc1ccc(cc1)C1COc2c(C1)ccc(c2)O,462.65
7356,CC(C(=O)N)C,401.15
1788,OC(=O)Cc1c(F)cccc1F,374.15
4057,COc1cccc(c1)S(=O)(=O)N,405.15
1442,N#Cc1cc(F)c(cc1Cl)Cl,319.15
1531,Cc1cc(C)c(c(c1)[N+](=O)[O-])O,343.15
23135,Fc1ccc2c(c1)cccc2,334.15
3271,O=C(c1ccc(c(c1)N)N)c1ccccc1,390.15
11334,O=C(C1C(=O)C2(C(C1CC2)(C)C)C)OCC1(C)CCC(C1(C)C)C,419.15
14699,CCCCCCCCCCCCCCCCCC(=C)C,293.15
25454,CCOC(=S)N,314.15
18375,c1ccc(cc1)Oc1nc(nc(n1)Oc1ccccc1)Oc1ccccc1,506.65
11965,O=C(c1ccccc1)OC1CCC2(C(C1)CC(=C)C1C2CCC2(C1CCC2OC(=O)c1ccccc1)C)C,465.15
23311,CCCCCCCCCCCCCCCC(=O)ON,295.15
10162,C#CC1(O)CCC2C1(C)CCC1C2CCC2C1(C)CCC(C2)O,530.15
10832,O=C(c1ccccc1)NC1Cc2c1cccc2,430.15
10657,Clc1ccc(cc1)C(C1C(=O)N(N=C1C(F)(F)F)c1ccccc1)O,441.15
12242,CC1=Nc2ccccc2Sc2c1c(=O)n(c1c2cccc1)c1ccccc1,504.15
10502,O=c1oc2ccccc2c(c1CN1CCCCC1)N,463.15
21466,CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCC,322.15
7206,CCOC(=O)C(=O)C,215.14999999999998
1688,OC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F,411.15
19222,Ic1ccccc1I,300.15
23207,O=c1occc2c1cccc2,320.15
16282,Cc1cn([C@@H]2O[C@@H](C=C2)CO)c(=O)[nH]c1=O,432.65
4793,NC(=O)c1ccc(cc1)Br,465.15
3730,O=c1c(Br)coc2c1cccc2,369.15
25765,CC=Cc1cccc(c1O)OC,354.15
27190,COc1c(cccc1C(=O)O)B(O)O,430.5
9949,ON=C(c1ccccc1)C=Cc1ccccc1,389.15
10127,C=CCC1=C(O)C2=CC=C3C(C2=C(C1=O)O)(C)CC(=O)C(=C3C)C,444.15
26169,COc1c(OC)c(OC(=O)C)c2c(c1OC(=O)C)ccc(c2)F,375.65
6054,CC(=O)c1ccc2c(c1)oc(=O)[nH]2,509.15
12736,[N-]=[N+]=Nc1ccccc1c1ccccc1,322.15
6248,CC(=O)Oc1cccc2c1nccc2,328.15
10511,Sc1nnc(n1n1cccc1)C(F)(F)F,438.15
24537,CC(=O)OC(c1cccc(c1)[N+](=O)[O-])OC(=O)C,345.15
9709,N#CC(=Cc1c(Cl)cccc1Cl)c1nc2c(n1C)cccc2,459.15
8158,O=C(c1ccccc1)NC(C)(C)C,407.15
23717,NC(=O)N1CCCCC1,378.15
337,OC1CCCN(C1)C(=O)OC(C)(C)C,341.15
1109,c1ccc(nc1)c1cccc(n1)c1ccccn1,364.15
26979,CCOC(=O)CCCCCCCC(=O)OCC,254.64999999999998
17285,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,445.65
1206,Clc1nc(Cl)c(cc1Cl)Cl,364.15
9651,N#CC(=NNc1ccc(cc1)C)c1scc(n1)c1ccc(cc1)OC,425.15
5818,O=C=Nc1cc(Cl)c(cc1OC)OC,366.15
2106,Nc1cc(cc(c1Br)C(F)(F)F)C(F)(F)F,308.15
18938,O=CN(CC(=O)O)O,392.65
170,CCCCCCS,192.14999999999998
6722,O=C1CCCCCCC1,314.15
12749,O=C1C=CC(=O)C2C1C1C=CC2C1,346.15
4945,Clc1ccnc2c1cccc2C(F)(F)F,354.15
13540,C=Cc1cccc(c1)O,274.15
25686,COC(C(C(O)(C)C)(C(=O)OCC1=CCN2[C@H]1[C@H](CC2)OC(=O)C(=CC)C)O)C,368.15
1220,Brc1sc(c(c1)Br)Br,300.15
1387,CC(c1cc(cc(c1S(=O)(=O)Cl)C(C)C)C(C)C)C,369.15
8009,CCCCOC(=O)c1ccc(cc1)O,342.15
970,N#Cc1c(cccc1F)Sc1ccc(cc1)Cl,343.15
18873,O=C1OC(=O)C(=C1C)C,369.15
9899,[O-][N+](=O)c1cc2[N+](=C(C(=O)c2cc1C=Cc1ccccc1)c1ccccc1)[O-],506.15
16601,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C,410.15
4025,Nc1ccc(c(c1)I)C,309.15
1248,Clc1c(N)cccc1Cl,295.15
3503,OCc1ncc(c(c1C)[N+](=O)[O-])C,340.15
25864,C#CCOC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1F)Cl)C,332.65
2071,O=C1CCCCC1Cc1ccccc1,302.15
3806,Nc1ccc(c(c1)Cl)I,341.15
7375,C=CC(=C)C,127.14999999999998
1734,CC(=O)Nc1c(Cl)cccc1Cl,454.15
20884,c1ccc2c(c1)cc(cc2)Nc1ccc(cc1)Nc1ccc2c(c1)cccc2,508.15
10909,CCCCc1cc2ccccc2c(c1C(=O)C)O,335.15
6648,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CCCC(C)C)C)C)C1)C,353.15
27270,O=C1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H]1[C@H]2O1,431.15
22492,OCC1OC(C(C1O)O)n1cnc2c1cc(C)c(c2)C,471.65
27215,O=C1CC[C@]2([C@]3([C@@H]1O3)C[C@@H](C2=O)[C@]1(O)CC[C@]2([C@]3([C@@H]1O3)CCC2=O)C)C,455.2
12610,CC(=O)OC1(CCC2(C(C1)CCC1C2CCC2(C1CCC2O)C)C)C(=O)C,466.15
10071,OC1CCC2(C(=CCC3C2CCC2(C3CC3=C2OC(=O)C(C3c2ccccc2)(C)C)C)C1)C,506.15
25714,CC(CCCC(C1CCC2C1(C)CCCC2=CC=C1CC(O)CCC1=C)C)C,357.65
21357,[O-][N+](=O)c1c(O)cccc1[N+](=O)[O-],417.65
11801,Brc1ccc(c(c1)N)C(c1ccccc1)O,386.15
10694,CCOC(=O)c1nn(c(c1C(=O)C1=NOC2C1C(=O)N(C2=O)c1ccc(cc1)Br)C)c1ccc(cc1)C,512.15
681,Cc1ccc(cc1)CCc1ccc(cc1)C,354.15
21910,O=C(c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)NCC1CCCCN1,419.15
24705,C1CC2CCCC(C1)C2,418.65
19192,Oc1cccc(c1)C(C)C,299.15
18932,CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,339.15
9242,O=C1CC2C(C)(C)CCCC2(C2=C1C(=O)C(=C(C2=O)O)C(C)C)C,471.15
8566,CC/C=C/C,137.14999999999998
19920,CCCCCCF,170.14999999999998
4487,CSc1nc(Cl)cc(n1)Cl,313.15
22745,CCCCN(c1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-])CCC#N,391.15
17524,CCSC(=O)NCCCN(C)C,393.65
27244,CC(=O)N1N=C(C[C@@H]1c1ccc(c(c1)Cl)Cl)c1ccc2c(c1)cccc2,515.5
23704,NNC(=O)c1ccc(cc1O)N,468.15
7119,CCOC(=O)c1ccc(cc1)O,390.15
12041,COc1ccccc1c1nnc2n1CN(CS2)c1ccccc1C,513.15
2533,OC[C@H]1OC(C[C@@H]1O)n1ccc(=O)[nH]c1=O,439.15
2389,[O-][N+](=O)c1ccc(c(c1)C(=O)N)Cl,452.15
1725,NNc1c(Cl)cc(cc1Cl)C(F)(F)F,332.15
4634,COc1cc(ccc1OCc1ccccc1)C(=O)C,359.15
19428,CC1CCC(CC1)C,236.24999999999997
19778,O=C(C(=O)O)Nc1ccccc1,423.15
10906,CC(=O)c1c(cc2c(c1O)cccc2)c1ccccc1,328.15
21696,C#CC1(O)CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12,476.65
1339,CC(=CC(C)(C)C)C,167.14999999999998
1658,Cc1sc(c(n1)c1ccccc1)C,301.15
11628,O=C1C(=Nc2c1cccc2)c1ccccn1,459.15
14758,CN[C@H]([C@@H](c1ccccc1)O)C,309.15
6210,Brc1ccc2c(c1)c[n+](cc2)[O-],453.15
3869,N#Cc1cccc(c1)C(=O)O,495.15
3040,OC(=O)c1cc(nc2c1cccc2)c1ccccc1,488.15
1936,Nc1nccc(c1)C(F)(F)F,346.15
20450,OS(=O)(=O)CCS(=O)(=O)O,446.15
10576,O=c1nc2ccccc2nc(c1NNc1ccc2c(c1)cccc2)C(F)(F)F,424.15
15612,O=C(c1ccccc1)c1ccccc1,321.15
10270,[O-][N+](=O)c1ccccc1c1ccc(o1)C(=O)C,352.15
4145,ClC(=O)c1cccc(c1)[N+](=O)[O-],306.15
16434,c1ccc(cc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,546.15
8136,OC(=O)CNc1ccccc1,391.15
9584,ON=Cc1ccc(o1)c1ccccc1OC,401.15
20532,CNCCS(=O)(=O)O,514.65
24962,OC1CCCCCCCCC1=O,315.15
19277,Nc1cccc2c1cc1ccccc1c2,389.15
1829,c1cc(nc(c1)c1ccccc1)c1ccccc1,351.15
4514,CC(=O)Nc1c(C)n(n(c1=O)c1ccccc1)C,475.15
4948,OC(=O)C(c1ccc(cc1)Cl)(C)C,400.15
14256,CC(=O)Oc1cccc(c1)C(=O)C,317.15
18302,COC(=O)COc1ccccc1,518.15
26701,O=C1C=C(C)C(=O)C(=C1C1=C(O)C(=O)C(=CC1=O)C)O,503.15
8227,OCC(CO)(CO)CO,535.15
23770,Cc1cc(O)c(cc1C)C(C)(C)C,319.15
7771,O=C1C=CC(=O)N1c1ccc(cc1)C(=O)C,429.15
1803,COc1cccc(c1C(=O)Cl)OC,338.15
3068,NC(=O)Cc1cccs1,420.15
23679,Fc1ccc(cc1)CC1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N,512.15
7070,CCOC(=O)/C=C/N(C)C,291.15
25214,CC1OC(=O)c2c(C1)ccc(c2O)C(=O)NC(C(=O)O)Cc1ccccc1,494.15
2292,O=Cc1c(F)ccc(c1Cl)F,320.15
27076,Fc1ccc(cc1)C(=CC1=C(N(C)C)C(=O)N(C1=O)c1ccccc1)c1ccc(cc1)F,430.0
5379,Cc1c[nH]c(n1)c1ccccc1,448.15
23768,ClC(=O)c1ccccc1O,292.15
5733,Brc1ccc(nc1)C(F)(F)F,313.15
13445,C[C@@H]1CCC[C@@H](C1)C,197.14999999999998
25849,CCOC(=O)Nc1ccc2c(c1)nn(n2)C,421.15
5353,COc1ccc(cc1)CC(=O)N,459.15
3334,NNC(=O)c1ccc(c(c1)OC)OC,418.15
24615,Cc1cc(Br)cc(c1)[N+](=O)[O-],356.15
12805,O=C(c1ccccc1)Nc1ccccc1[N+](=O)[O-],369.15
1262,OB(c1ccnc(c1Cl)Cl)O,410.15
19844,CN1Cc2c(C3C1c1cc4OCOc4cc1CC3O)ccc1c2OCO1,408.65
25905,CC(=O)OCCOCn1cnc2c1nc(N)nc2,408.15
7225,CC=C1CCCC1,143.14999999999998
23865,CCCCCCCCCCCCCCCCOP(=O)(OCCCCCCCCCCCCCCCC)O,347.65
27112,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)O)C)C,527.0
23803,CCP(=O)(c1ccccc1)c1ccccc1,395.65
25570,O=CC=Cc1ccc(c(c1)OC)O,357.15
13597,CCC[C@H]1CCC[C@@H]1C,150.14999999999998
15083,s1cnc(c1)C1=NC2=CC=C[CH]C2=N1,577.65
2547,CCOc1ccccc1C(=O)N,406.15
15759,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,329.15
24689,OC(=O)C1CC(=O)N(C1)C,425.15
11016,N#CC1(OC(=O)c2c(C1)cccc2)c1ccccc1C,395.15
2878,OC(=O)c1cccc(c1C)[N+](=O)[O-],457.15
25895,CCCCCCCCC=CCCCCCCCC(=O)ON,344.15
1052,FC(Oc1ccccc1S(=O)(=O)N)(F)F,462.15
16815,COCC1(CCN(CC1)CCn1nnn(c1=O)CC)N(c1ccccc1)C(=O)CC,413.95
23969,OCCN1CCCC1=O,293.15
2738,Oc1nc2c(s1)cccc2,411.15
5765,N#Cc1cc(Br)ccc1OC,364.15
10947,COc1ccc2c(c1)cc1n(c2=O)cccc1,403.15
3493,COc1cc(CC(=O)O)cc(c1)OC,376.15
11849,O=C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)Nc1ccc(cc1)C(=O)C,497.15
11642,O=C(C(=O)c1cccc2c1cccc2)c1ccccc1,375.15
13655,CCCCCC(CO)C,161.14999999999998
26073,O=C(c1ccncc1)N/N=C/c1ccccc1O,505.15
26148,CC(COC(=O)n1c(nc2c1cccc2)c1cscn1)C,345.65
1064,FC(c1ccccc1S(=O)(=O)Cl)(F)F,296.15
13666,CCCCC(CC)(O)C,190.14999999999998
10152,O=C(Nc1ccccc1)OC1C=CC=CC(C1)OC(=O)Nc1ccccc1,454.15
10207,CC(=O)C1=CCC2(C(C1)CCC1C2CCC2(C1CCC2=O)C)C,426.15
6669,OC(=O)C/C(=C/C(=O)O)/C(=O)O,391.15
754,c1ccc2c(n1)c1ncccc1cc2,391.15
5631,[O-][N+](=O)c1ccc(cc1O)N1CCOCC1,417.15
6912,COC(=O)C(=O)OC,325.15
342,O=C(n1cccc1[Si](O)(C)C)OC(C)(C)C,328.15
8760,OCCNC(=O)c1cc(CC=C)cc(c1O)OC,368.15
27213,Clc1ccc(cc1)c1onc2c1cc(cc2)C(=O)Cl,453.5
26182,Ic1ccc(cc1)C(=O)N(C(C)(C)C)NC(=O)c1ccccc1,507.65
16038,FC(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,248.14999999999998
3967,[O-][n+]1cccc(c1)F,340.15
11998,OC1CCC2(C(C1)CCC1C2CCC2(C1CCC12OCCO1)C)C,424.15
26321,CCOCOc1ccc(cc1)C(=O)Nc1cccc(c1Cl)Cl,365.65
3118,OC(=O)CCc1cccc(c1)F,318.15
8825,Clc1ccc2c(c1)C(=NCC(=O)N2CC1CC1)c1ccccc1F,391.15
5666,COc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,485.15
11832,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1C1C(=O)c2c(C1=O)cccc2)Cl,458.15
4014,CC(CC(=O)O)O,311.15
27141,C[C@H](C(C)(C)C)C1=Cc2ccccc2[C@H](N=N1)C,375.5
3001,CCCCCCCC(O)C,238.14999999999998
26218,O=C(c1ccc(c(c1)Cl)Cl)Nc1ccc2c(c1)nn(n2)C1CCCC1,480.15
6671,C1CN2[C@H]3N1CCN1[C@H]3N(CC2)CC1,303.15
8034,CCCCCCCCCCCC,263.15
17794,CCCCNCC(=O)Nc1c(C)cccc1Cl,318.65
22947,O=C1OC(c2c1cccc2)(c1cc(Br)c(c(c1)Br)O)c1cc(Br)c(c(c1)Br)O,551.65
16787,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,395.65
6689,BrC#N,325.15
6994,O[C@@H]1CO[C@@H]([C@H]([C@H]1O)O)O,385.15
3153,BrCc1cccc(c1)B(O)O,488.15
2143,Cc1ccc(c(c1)Br)N,288.15
13623,CCCC(C(C)C)(C)C,156.14999999999998
1646,O=C=Nc1cc(OC)ccc1OC,313.15
18836,ClC1CCCCC1Cl,271.65
7742,O=C/C(=C(\C(=O)O)/Br)/Br,396.15
9312,[O-][N+](=O)c1cc(C=NNc2ccccc2)ccc1C=NNc1ccccc1,458.15
21003,CCc1cc2c(cc1C(=O)C)C(C)(C)CCC2(C)C,319.65
22875,CC1COc2c(N1C(=O)C(Cl)Cl)cccc2,380.75
21629,NC(=O)CN1CCCC1=O,425.15
24128,OCC(NCC(=O)O)(CO)CO,460.15
761,C[SiH](O[SiH](C)C)C,195.14999999999998
649,SCCS,232.14999999999998
22038,COC(=O)C1C(O)CCC2C1CC1N(C2)CCC2=C1N=C1C2=CC=C[CH]1,541.15
183,OC(=O)Cn1cncn1,476.15
9670,N#CC(=Cc1ccc(cc1)F)c1nc(c(s1)N=Nc1c(Br)cc(cc1Br)Br)C,444.15
12115,COc1ccccc1C1Sc2n(N1)c(nn2)c1cccnc1,494.15
10710,COc1ccc(cc1)C(=O)C1=NOC2C1C(=O)N(C2=O)c1cc(Cl)ccc1Cl,420.15
10363,S=c1sc2c(n1CSc1nc3c(s1)cccc3)cccc2,484.15
3117,COc1ccc(cc1F)C(=O)CCC(=O)O,444.15
4910,OB(c1ccc(c(c1)C)Cl)O,513.15
2644,COc1cccc(c1CBr)F,293.15
6343,OC[C@H]([C@H]([C@H](CO)O)O)O,376.15
4963,N#Cc1ccc(cc1)Cl,365.15
9887,[O-][N+](=O)C(=Cc1ccccc1[N+](=O)[O-])c1ccccc1,380.15
7287,ClC(=C(C(Cl)(Cl)Cl)Cl)Cl,200.14999999999998
26691,CCSC(=O)N,382.15
2306,ClCC(=O)Nc1cccc(c1)[N+](=O)[O-],387.15
10060,ON=[N+]1c2ccccc2C(=O)C1c1ccccc1,442.15
4635,COc1cc(C=O)ccc1OCc1ccccc1,336.15
24688,CC1=C2N=NN=C2C=C[CH]1,354.65
10764,[O-][N+](=O)c1ccc2c(c1)C=CC1(O2)N(Cc2ccccc2)c2c(C1(C)C)cccc2,432.15
7492,COC(=O)c1ccc(cc1Cl)[N+](=O)[O-],349.15
17728,Cc1cnc2c(n1)cccc2,453.65
24922,Nc1ccc2c(c1)nccn2,432.15
7978,OC[C@H](C(=O)O)NC(=O)OC(C)(C)C,363.15
9975,ON=C(CCc1oc2c(c1c1ccc(o1)C)cc(cc2Br)Br)C,431.15
23689,OC(COc1cccc2c1C=CC2)CNC(C)C,361.65
19127,[O-][N+](=O)OCC(CO)O,334.15
26417,COc1ccc2c(c1)CCC1C2CCC2(C1CC(C2=O)Cl)C,452.65
25739,CC=CC(C(C=CC)C)C,208.34999999999997
14703,CCCCCCCCCCCI,275.15
12391,COC(=O)CCC(C1CCC2=C3C(CC(C12C)OC(=O)C)C1(C)CCC(CC1CC3)OC(=O)C)C,507.15
11226,COc1ccc(cc1)C1(C)CCc2c(-c3c1cc(o3)C)c1c(o2)cccc1,418.15
3316,OC(=O)C(c1ccc(c(c1)F)F)O,367.15
18970,O=C(c1ccccc1)OOC(=O)C,310.15
25861,CC1CS(=O)(=O)CCN1/N=C/c1ccc(o1)[N+](=O)[O-],454.15
17724,Cc1ccc(c(c1Cl)Cl)Cl,316.65
1260,OC(=O)Cc1cccc(c1Cl)Cl,407.15
1861,CC(=O)c1ccc2c(c1O)cccc2,372.15
6328,C=CC=O,186.14999999999998
23090,CNc1ccccc1C(=O)O,453.65
12100,COc1ccccc1c1nnc2n1NC(S2)c1ccco1,499.15
548,OC(=O)Cc1cccc(c1)CC(=O)O,448.15
24810,[O-][N+](=O)C1(CCCCC1)[N+](=O)[O-],309.15
294,ClCCCBr,214.14999999999998
15128,C=C1C2CCC(C1(C)C)C2,323.15
25879,COc1cc(/C=N/NC(=O)c2ccncc2)ccc1OC,462.15
10651,Fc1ccc(cc1)C1C2=C(Nc3c1ccc1c3cccc1)CC(CC2=O)(C)C,552.15
24560,CCCCC(C(=O)O)O,334.15
2332,Fc1ccc(c(c1)Cl)C(=O)O,458.15
14822,COc1ccc(cc1NN=C1C(=O)C(=Cc2c1cccc2)C(=O)Nc1cccc(c1)[N+](=O)[O-])[N+](=O)[O-],608.15
15489,CC(CC(O)C)C,183.14999999999998
14940,COc1cc(Br)cc(c1)Br,314.65
10306,Cc1ccc(c(c1)C)CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],453.15
1972,Nc1nnc(s1)c1ccncc1,518.15
15393,[O-][N+](=O)CCC(=O)O,337.15
4338,CC(Oc1ccc(cc1)O)(C)C,425.15
3513,OB(c1c(C)noc1C)O,380.15
19467,CC1CCCCC1C,223.24999999999997
21254,OC(=O)C(Cl)(Cl)C,268.15
7646,COS(=O)(=O)c1ccccc1,269.15
2448,NC(=O)c1ccccc1Cl,415.15
9029,c1ccc(cc1)OC(=Cc1ccc2c(c1)OCO2)c1nc2c(s1)cccc2,443.15
20849,OC(=O)CCCOc1ccc(cc1C)Cl,373.15
1477,O=C=Nc1ccc(cc1Cl)Cl,332.15
23808,CC1=NC2=CC=C([CH]C2=N1)[N+](=O)[O-],497.15
22529,CC(=CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)C,429.65
12143,O=c1c2c(cc(cc2n(n1c1ccccc1)C)N1CCCC1)c1ccccc1,432.15
4721,Brc1ccc(c(c1)F)B(O)O,513.15
7932,CCCC[C@H](C(=O)O)NC(=O)OCc1ccccc1,330.15
23935,C#CC(N)(C)C,291.15
25156,OCC1OC(Oc2ccc(cc2)C(=O)C)C(C(C1O)O)O,468.65
14829,COc1cc2O[C@@H]3[C@H](c2c2c1c1CCC(=O)c1c(=O)o2)C=CO3,541.65
10513,CCOC(=O)C(=C(C(C(=O)OCC)C(=O)OCC)c1ccc(cc1)[N+](=O)[O-])C#N,383.15
4088,N#Cc1ccc(c(c1)C)[N+](=O)[O-],354.15
6688,NNC(=O)CC#N,381.15
3436,S=C=Nc1cc(Cl)cc(c1)Cl,319.15
28629,CCCCNC(=O)C(c1cc2ccccc2c2c1cccc2)N(C(=O)Cc1ccccc1)Cc1ccco1,458.15
24982,ClCCN(c1ccc(cc1)CCCC(=O)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C)CCCl,436.65
6391,COc1ccccc1,236.14999999999998
14419,COC(=O)c1ccccc1OC(=O)C,325.15
7336,O=Cc1ccc2c(c1)cc[nH]2,371.15
24288,CC(OC(=O)C1(CC1)S(=O)(=O)c1ccc(cc1)Cl)C,362.95
27181,O=C(C(C(=O)N1CCCCC1)c1ccccc1)N1CCCCC1,417.5
24011,CCOC(=O)NNC(=O)OCC,408.15
12714,c1ccc(cc1)C1ON=C(C1)c1ccccc1,348.15
23107,O=C1Nc2c3c1cccc3ccc2,448.65
6203,Brc1ccc2c(c1)c(Cl)ncc2,397.15
6575,OC(=O)CBr,320.15
26113,OCCCSc1ccc(cc1C(=O)OC)S(=O)(=O)N,397.15
